行数	预测值			真实值
3379	看图			花样
3379	{'说话', '看图', '不'}		{'宋茜', '花样', '天使'}
3380	花开			祝萌叔
3380	{'花开', '眼前', '已经'}		{'韩磊', '祝萌叔', '生日快乐'}
3381	140410			李敏镐
3381	{'仁川', '飞青岛', '140410'}		{'李敏镐'}
3382	黄子韬			exo
3382	{'真', '男子汉', '黄子韬'}		{'快乐大本营', 'exo'}
3383	的			年代秀
3383	{'春晚', '的', '刚才'}		{'年代秀'}
3384	卧槽			超
3384	{'钢管舞', '绝对', '卧槽'}		{'搞笑', '超', 'gif'}
3385	徐克			三
3385	{'徐克', '尔冬升', '善于'}		{'少爷', '的', '三'}
3386	装逼			包子
3386	{'菜谱', '装逼', '集锦'}		{'包子', '肉肉'}
3387	喜欢			尼坤
3387	{'时', '的', '喜欢'}		{'生日快乐', '0624', '尼坤'}
3388	25			中国好声音
3388	{'岁', '的', '25'}		{'中国好声音'}
3389	刘强东			奶茶妹妹
3389	{'刘强东', '清楚', '说'}		{'奶茶妹妹', '热恋', '刘强东'}
3390	昨天			阻止
3390	{'知道', '才', '昨天'}		{'来', '阻止', '杜汶泽'}
3391	权志龙			快乐大本营
3391	{'大牌', '权志龙', '这种'}		{'快乐大本营', '男神季'}
3392	曾经			舒淇
3392	{'喜欢', '的', '曾经'}		{'恋情', '舒淇', '冯德伦'}
3393	电视剧			张嘉译
3393	{'搜狐', '一仆二主', '电视剧'}		{'张嘉译'}
3394	即将			冰雪
3394	{'回家', '的', '即将'}		{'冰雪', '奇缘'}
3395	看到			上海
3395	{'人', '好多', '看到'}		{'上海', 'lady'}
3396	发短信			国考
3396	{'还会', '发短信', '通知'}		{'成绩', '国考', '公布'}
3397	杨幂			杨幂
3397	{'执子', '刘恺威', '杨幂'}		{'结婚', '刘恺威', '杨幂'}
3398	参加			冰桶挑战
3398	{'参加', '大家', '挑战并'}		{'冰桶挑战'}
3399	刷			赵雅芝
3399	{'下', '刷', '都'}		{'赵雅芝', '儿子'}
3400	3			马航
3400	{'月', '11', '3'}		{'马航', '失联', '班机'}
3401	生日快乐			跟着
3401	{'长话短说', '生日快乐', '宝宝'}		{'跟着', '鹿晗', '做'}
3402	纷纷扰扰			mikeangelo
3402	{'微笑', '纷纷扰扰'}		{'mikeangelo', '中国'}
3403	踩剧			刘诗诗
3403	{'捧', '的', '踩剧'}		{'刘诗诗', '步步惊情'}
3404	张杰			我是歌手
3404	{'张杰', '真心', '唱'}		{'我是歌手'}
3405	今年			nichkhun
3405	{'目标', '回归', '今年'}		{'2pm', 'nichkhun'}
3406	面对			费曼
3406	{'喜欢', '的', '面对'}		{'feynman', '费曼'}
3407	今晚			花儿与少年
3407	{'今晚', '湖南卫视', '2200'}		{'花儿与少年'}
3408	现在			马上
3408	{'第一', '现在', '都'}		{'吴亦凡', '马上', '飞来'}
3409	过好			逗比
3409	{'过好', '七夕节', '戳'}		{'陈', '闺蜜', '逗比'}
3410	1972			祈福
3410	{'10', '1972', '年'}		{'马航', '祈福'}
3411	道歉			王乔
3411	{'说', '王乔', '道歉'}		{'邓紫棋', '给', '王乔'}
3412	左溢			左溢去
3412	{'上', '人生', '左溢'}		{'左溢去', '哪儿', '了'}
3413	新手			情人节
3413	{'新手', '指南', '来个'}		{'求', '情人节', '勾搭'}
3414	整个			巽芳
3414	{'整个', '唯一', '古剑'}		{'公主', '美美', '巽芳'}
3415	郑容和			郑容和
3415	{'庆祝', '26', '郑容和'}		{'622', '生日快乐', '郑容和'}
3416	小美妞			cindy
3416	{'看着', '小美妞', '心情'}		{'我们', '好想你', 'cindy'}
3417	冬奥会			羽生
3417	{'知道', '冬奥会', '花式溜冰'}		{'羽生', '结弦'}
3418	一捧一			笑傲江湖
3418	{'傻', '逗', '一捧一'}		{'笑傲江湖'}
3419	电影			第
3419	{'大', '新娘', '电影'}		{'届', '17', '第'}
3420	网上			奶茶妹妹
3420	{'奶茶妹妹', '网上', '传出'}		{'奶茶妹妹', '恋', '刘强东'}
3421	航班号			马航
3421	{'mh17', '航班号', '起飞'}		{'马航', '被', 'mh17'}
3422	1987			我
3422	{'的', '1987', '年'}		{'会', '不知', '我'}
3423	能量			王思聪体
3423	{'能量', '交朋友', '不在乎'}		{'王思聪体'}
3424	没有			为什么
3424	{'没有', '男朋友', '觉得'}		{'没有', '男朋友', '为什么'}
3425	看到			金曲
3425	{'看到', '大家', '都'}		{'金曲', '林俊杰', '歌王'}
3426	140703innisfreecf			林允儿
3426	{'140703innisfreecf', '拍摄', '花絮'}		{'林允儿'}
3427	不偷			黄海波
3427	{'不偷', '抢', '不'}		{'嫖娼', '黄海波', '被'}
3428	jyc			朴有天
3428	{'晚安', '语录', 'jyc'}		{'朴有天'}
3429	面对			祈福
3429	{'屠杀', '这场', '面对'}		{'祈福', '昆明'}
3430	看到			谢娜
3430	{'只能', '看到', '话题'}		{'谢娜', '我', '做'}
3431	球帝			爸爸去哪儿
3431	{'今晚', '球帝', '影帝'}		{'爸爸去哪儿'}
3432	真真			男朋友
3432	{'真真', '男友', '觉得'}		{'中', '镜头', '男朋友'}
3433	笑			沸羊羊
3433	{'沸羊羊', '笑', '死'}		{'沸羊羊', 'cp'}
3434	刷起			王菲
3434	{'需要', '话题', '刷起'}		{'王菲', '巴黎', '亮相'}
3435	沈			声音
3435	{'小姐', '沈', '平安'}		{'听', '声音', '最好'}
3436	手牵着			两只
3436	{'手牵着', '枯石', '海可'}		{'谈恋爱', '蜈蚣', '两只'}
3437	韩庚			前任攻略
3437	{'韩庚', '前任攻略', '电影'}		{'前任攻略'}
3438	140713roommatepd			朴灿烈
3438	{'140713roommatepd', '推灿烈', '相关'}		{'朴灿烈'}
3439	很			红豆
3439	{'很', '喜欢', '个人'}		{'作曲', '红豆', '柳重言'}
3440	原谅			贝儿
3440	{'刷屏', '原谅', '我要'}		{'贝儿', 'feynman'}
3441	3			马航
3441	{'月', '3', '21'}		{'马航', '失联', '班机'}
3442	走			高凌风
3442	{'走', '杰克逊', '迈克尔'}		{'高凌风', '去世'}
3443	狠			孙燕姿
3443	{'点', '狠', '视频'}		{'孙燕姿', '2014', '新专辑'}
3444	知道			吴镇宇
3444	{'看电视', '知道', '不能'}		{'吴镇宇', '费曼'}
3445	黑匣子			马航
3445	{'信号', '黑匣子', 'ping'}		{'马航', '失事', '飞机'}
3446	8			朱芳雨
3446	{'24', '月', '8'}		{'离婚', '朱芳雨'}
3447	美国			马航
3447	{'美国', '人', '说'}		{'马航', '失事', '飞机'}
3448	8			黄多多
3448	{'岁', '女孩', '8'}		{'黄多多', '我们', '守护'}
3449	yesyouarebestiloveyouiwillalwaysloveyou			球王
3449	{'世界杯', '下次', 'yesyouarebestiloveyouiwillalwaysloveyou'}		{'球王', '梅西'}
3450	鱼塘			这个
3450	{'鱼塘', '会', '长'}		{'鱼塘', '这个', '被'}
3451	非			最帅
3451	{'大本营', '一见钟情', '非'}		{'古装', '最帅', '男神'}
3452	欢迎			湖南卫视
3452	{'欢迎', '花儿与少年', '回家'}		{'花儿与少年', '湖南卫视', '425'}
3453	请			利特
3453	{'安息', '逝者', '请'}		{'坚强', '利特', '请'}
3454	140423			吴亦凡
3454	{'140423', '吴亦凡', '澳门'}		{'吴亦凡'}
3455	20140620			尊新闻
3455	{'20140620', '腾讯', '娱乐'}		{'尊新闻'}
3456	我结			金希澈
3456	{'我结', '第二季', 'ep02'}		{'我们', '金希澈', '结婚'}
3457	恭祝			李敏镐
3457	{'恭祝', '李', '小孩'}		{'622', '生日快乐', '李敏镐'}
3458	不忍心			汉字英雄
3458	{'晒出', '不忍心', '都'}		{'汉字英雄'}
3459	航空史			马航
3459	{'上', '航空史', '飞机'}		{'马航', '失联', '飞机'}
3460	生活			包子
3460	{'苦涩', '橘子', '生活'}		{'包子', '肉肉'}
3461	3			女生节
3461	{'月', '3', '女生节'}		{'大战', '横幅', '女生节'}
3462	的			变形
3462	{'爸爸去哪儿', '的', '现场'}		{'计', '变形'}
3463	萌神			奥莉
3463	{'一招', '吐舌', '萌神'}		{'奥莉', '爸爸', '妹妹'}
3464	犯错			央视
3464	{'犯错', '人', '改'}		{'失误', '直播', '央视'}
3465	地震			地震
3465	{'地震', '中国', '台网'}		{'地震', '快讯'}
3466	昨晚			爸爸
3466	{'昨晚', '爸爸', '回来'}		{'了', '爸爸', '回来'}
3467	心疼			成龙
3467	{'此时', '不', '心疼'}		{'我们', '成龙', '都'}
3468	时尚杂志			朝鲜
3468	{'新刊', 'bazaar', '时尚杂志'}		{'神枪手', '朝鲜'}
3469	管家			约会
3469	{'今天', '管家', '全世界'}		{'金秀贤', '管家', '约会'}
3470	祝贺			萧敬腾
3470	{'祝贺', '生日', '老萧'}		{'萧敬腾', '0330', '生日快乐'}
3471	理论			鹿晗
3471	{'上', '账号', '理论'}		{'鹿晗'}
3472	人			古剑奇谭
3472	{'人', '不', '承认'}		{'古剑奇谭', '郑爽'}
3473	o			一仆二主
3473	{'o', '不行', '太'}		{'一仆二主'}
3474	140307			李敏
3474	{'仁川', '机场', '140307'}		{'镐', '李敏'}
3475	话			东莞
3475	{'躺', '话', '说'}		{'东莞', '丐帮'}
3476	世间			霍建华
3476	{'最后', '神', '世间'}		{'霍建华'}
3477	几年			chinajoy
3477	{'的', '几年', 'chinajoy'}		{'chinajoy'}
3478	不			诱惑
3478	{'相信', '的', '不'}		{'诱惑'}
3479	李敏镐			春晚
3479	{'情非得已', '李敏镐', '庾澄庆'}		{'春晚'}
3480	女高			最萌
3480	{'身高', '女高', '男矮版'}		{'身高', '差', '最萌'}
3481	看不见			王源
3481	{'看不见', '睡得', '笑'}		{'王源'}
3482	曝光			央视
3482	{'官员', '不', '曝光'}		{'东莞', '央视', '曝光'}
3483	筑梦之塔			2014
3483	{'被誉为', '全场', '筑梦之塔'}		{'2014', '南京', '青奥会'}
3484	中国			马航
3484	{'中国', '一架', '伊尔'}		{'马航', '空难'}
3485	20140118			李敏
3485	{'20140118', '李敏', '镐'}		{'镐', '李敏'}
3486	毛			爱情公寓
3486	{'看电视', '从来', '毛'}		{'抄', '爱情公寓', '4'}
3487	1			陈伟霆
3487	{'11', '月', '1'}		{'陈伟霆'}
3488	承载			钟汉良
3488	{'无数', '的', '承载'}		{'钟汉良'}
3489	青涩			金秀贤
3489	{'男孩', '成长', '青涩'}		{'金秀贤'}
3490	吃			爸爸去哪儿
3490	{'吃', '突然', '多妹'}		{'爸爸去哪儿'}
3491	狂			林心如
3491	{'狂', '拽', '赞爆'}		{'生日快乐', '林心如', '0127'}
3492	我刷			马航
3492	{'千百遍', '头条', '我刷'}		{'马航', '失联', '飞机'}
3493	记者			马航
3493	{'海上', '中国', '记者'}		{'马航', '失联', '飞机'}
3494	听说			我是歌手
3494	{'微', '听说', '发到'}		{'我是歌手'}
3495	舟山			周一
3495	{'28', '朋友', '舟山'}		{'见', '周一'}
3496	猜猜看			优酷
3496	{'猜猜看', '明天', '优酷'}		{'全明星', '优酷'}
3497	吴亦凡			加油
3497	{'说些', '吴亦凡', '想'}		{'吴亦凡', '加油'}
3498	哭			我是歌手
3498	{'很多', '感动', '哭'}		{'我是歌手', '周笔畅'}
3499	一天			李敏镐
3499	{'大街', '一天', '看到'}		{'李敏镐'}
3500	七夕			有奖
3500	{'最', '浪漫', '七夕'}		{'有奖', '转发'}
3501	140515			黄子韬
3501	{'黄子韬', '140515', 'ins'}		{'黄子韬'}
3502	内			请
3502	{'内', '的', '所谓'}		{'向', '张翰', '请'}
3503	运动			吴亦凡
3503	{'黑洞', 'kris', '运动'}		{'吴亦凡'}
3504	比起			叫兽
3504	{'夸张', '比起', '太'}		{'叫兽', '假'}
3505	眼中			张翰
3505	{'的', '眼中', '整个'}		{'郑爽', '张翰'}
3506	腔腔调			茶叶蛋
3506	{'的', '腔腔调', '台湾人'}		{'茶叶蛋'}
3507	一向			阿
3507	{'开心果', '的', '一向'}		{'别哭', 'sa', '阿'}
3508	武田梨奈史			日本
3508	{'上', '最萌', '武田梨奈史'}		{'美女', '空手道', '日本'}
3509	妞			郑爽
3509	{'妞', '这茵佳妮', '打扮'}		{'郑爽'}
3510	没有			dns
3510	{'没有', '的', '故障'}		{'dns', '故障'}
3511	世界			北京
3511	{'爱情', '的', '世界'}		{'爱情故事', '北京'}
3512	看看			美拍
3512	{'拍', 'mvkhun', '看看'}		{'美拍'}
3513	集齐			维尼饭
3513	{'集齐', '七个', '召唤'}		{'维尼饭', '生日快乐', '祝尼坤'}
3514	玛蒂			这个
3514	{'已经', '达', '玛蒂'}		{'有点', '这个', '杀手'}
3515	睡前			有
3515	{'睡前', '最最', '最后'}		{'一种', '爱情', '有'}
3516	最美			汤唯
3516	{'的', '最美', '唯唯'}		{'汤唯'}
3517	海尔			海尔
3517	{'公司', '海尔', '兄弟'}		{'海尔', '新', '兄弟'}
3518	一条			包子
3518	{'一条', '催', '悲'}		{'包子', '肉肉'}
3519	有道是			全球中文
3519	{'李宇春', '手写', '有道是'}		{'上榜', '全球中文', '音乐榜'}
3520	一定			吴映洁
3520	{'快乐', '一定', '开心'}		{'吴映洁', '生日快乐', '811'}
3521	连城			宫锁
3521	{'连城', '做饭', '知道'}		{'连城', '宫锁', '袁姗姗'}
3522	感谢			孙骁骁
3522	{'今天', '小伙伴', '感谢'}		{'生日快乐', '孙骁骁', '0422'}
3523	羞涩			吴亦凡
3523	{'小', '吴', '羞涩'}		{'吴亦凡'}
3524	想			央视
3524	{'的', '想', '说'}		{'新闻', '央视', '一起'}
3525	小林			日本
3525	{'小林', '由佳', '才'}		{'美女', '空手道', '日本'}
3526	昨晚			不
3526	{'昨晚', '7', '月'}		{'的', '一样', '不'}
3527	想			张翰
3527	{'看着', '结婚', '想'}		{'郑爽', '张翰'}
3528	sexy			边伯贤
3528	{'dumb', '上次', 'sexy'}		{'边伯贤'}
3529	去年			春晚
3529	{'蔡明', '还', '去年'}		{'春晚', '吐槽'}
3530	元宵			元宵节
3530	{'快', '元宵', '佳节'}		{'元宵节'}
3531	2014			偶像
3531	{'2014', 'mbc', '年'}		{'偶像', '运动会'}
3532	平涂			有
3532	{'小', '平涂', 'q'}		{'一个', '地方', '有'}
3533	ins			吴世勋
3533	{'上', '看到', 'ins'}		{'吴世勋'}
3534	腾讯			从
3534	{'腾讯', '今晚', '视频'}		{'步步', '惊心', '从'}
3535	艺兴			鹿晗
3535	{'祝', '的', '艺兴'}		{'0420', '鹿晗', '生日快乐'}
3536	出版			我
3536	{'出版', '感言', '妈妈'}		{'时间', '我', '对'}
3537	相信			高梓淇
3537	{'相信', '明天', '青春'}		{'高梓淇'}
3538	垃圾			马航
3538	{'的', '垃圾', '南海'}		{'马航', '失联', '飞机'}
3539	理想			世界杯
3539	{'的', '现实', '理想'}		{'世界杯', '来', '了'}
3540	问			刘恺威
3540	{'刘恺威', '杨幂', '问'}		{'快乐', '刘恺威', '新婚'}
3541	早就			汤唯
3541	{'最', '幸福', '早就'}		{'婚讯', '汤唯', '公布'}
3542	越			花儿与少年
3542	{'越', '青春', '前行'}		{'花儿与少年'}
3543	第一集			刘诗诗
3543	{'播放', '第一集', '已经'}		{'刘诗诗', '步步惊情'}
3544	由失			mh370
3544	{'由失', '联到', '传称'}		{'mh370', '祈福', '寻人'}
3545	米诺子们			小彩旗
3545	{'放在心上', '不要', '米诺子们'}		{'向', '小彩旗', '请'}
3546	真的			金秀贤
3546	{'真的', '爱上你', '做'}		{'救', '金秀贤', '都敏俊'}
3547	真			渤海
3547	{'真', '热闹', '女'}		{'大学', '渤海', '万人'}
3548	电影			爸爸去哪儿
3548	{'曝', '背影', '电影'}		{'爸爸去哪儿'}
3549	父亲			父亲节
3549	{'有缘', '父亲', '母亲'}		{'快乐', '父亲节'}
3550	看看			美拍
3550	{'拍', 'mv', '看看'}		{'美拍'}
3551	3			奶茶妹妹
3551	{'月', '3', '31'}		{'奶茶妹妹', '热恋', '刘强东'}
3552	140315			李玹雨
3552	{'李玹雨', '140315', '上海'}		{'李玹雨'}
3553	昆明			韩国
3553	{'恐怖袭击', '昆明', '告诉'}		{'沉没', '韩国', '客轮'}
3554	cateblanchett			奥斯卡
3554	{'armanipriv', '穿', 'cateblanchett'}		{'奥斯卡', 'whowearswhat'}
3555	美联社			马航
3555	{'一位', '报道', '美联社'}		{'马航', '失联', '飞机'}
3556	来看			最萌
3556	{'的', '来看', '照片'}		{'身高', '差', '最萌'}
3557	的			阻止
3557	{'微博竟', '的', '杜汶泽'}		{'来', '阻止', '杜汶泽'}
3558	140623			nichkhun
3558	{'140623', '二分之一', 'nichkhun'}		{'nichkhun'}
3559	redvelvet			redvelvet
3559	{'今日', '140815', 'redvelvet'}		{'redvelvet'}
3560	15			马航
3560	{'小时', '15', '交通运输'}		{'马航', '航班', '失联'}
3561	石头			爸爸去哪儿
3561	{'变成', '儿', '石头'}		{'爸爸去哪儿', '大', '电影'}
3562	环绕			我是歌手
3562	{'打开', '环绕', '音响'}		{'我是歌手'}
3563	凑个			我
3563	{'这是', '热闹', '凑个'}		{'和', '我'}
3564	如颖			angelababy228
3564	{'angelababyinburberryprorsum2014', '如颖', '随行'}		{'angelababy228', '生日快乐'}
3565	炎亚纶			爱上
3565	{'炎亚纶', 'gifpart2', '第三集'}		{'两个', '爱上', '我'}
3566	回首			金妍儿
3566	{'过去', '想', '回首'}		{'退役', '纪念', '金妍儿'}
3567	后来			吴亦凡
3567	{'后来', '的', '车'}		{'新年快乐', '吴亦凡'}
3568	饿			你
3568	{'面线', '饿', '糊'}		{'你', '不', '饿'}
3569	洗脑			小苹果
3569	{'听', '洗脑', '完'}		{'小苹果'}
3570	吸血鬼			金希澈
3570	{'魅惑', '吸血鬼', '风'}		{'我们', '金希澈', '结婚'}
3571	玩			翻跟头
3571	{'玩', '的', '不'}		{'亲亲', '翻跟头'}
3572	首都机场			马航
3572	{'马航', 'mh370', '首都机场'}		{'马航', '失联', '飞机'}
3573	2			2014
3573	{'2', '月', '16'}		{'青龙', '2014', '潮州'}
3574	白宫			马航
3574	{'白宫', '卡尼', '发言人'}		{'马航', '失联', '飞机'}
3575	苗锅			陈键锋
3575	{'上', '到底', '苗锅'}		{'陈键锋', '没', '对象'}
3576	月			宁财神
3576	{'3', '李代沫', '月'}		{'宁财神', '吸毒', '被'}
3577	夏天			一
3577	{'支持', '夏天', '的'}		{'一', '二分之一', '又'}
3578	视频			如果
3578	{'段', '视频', '画面'}		{'爱', '湖北', '如果'}
3579	140704			sulli
3579	{'拍', '140704', '饭'}		{'sulli', '崔雪莉'}
3580	不			赵丽颖
3580	{'走', '不', '继续'}		{'赵丽颖'}
3581	转眼间			小米
3581	{'一年', '过去', '转眼间'}		{'发布会', '新品', '小米'}
3582	的			李承铉
3582	{'的', '单纯', '喜欢'}		{'求婚', '李承铉', '戚薇'}
3583	微博控			邓紫棋别
3583	{'微博控', '时间', '好好'}		{'邓紫棋别', '微博去', '刷'}
3584	看微			李敏镐
3584	{'看微', '大萌', '博全'}		{'春晚', '上', '李敏镐'}
3585	硬硬			张艺兴
3585	{'硬硬', '奇迹', '笑'}		{'张艺兴'}
3586	帅			吴镇宇
3586	{'不要', '帅', '吖'}		{'看', '我要', '吴镇宇'}
3587	男神			吴尊
3587	{'男神', '吴', '尊驾'}		{'pk', '女儿', '吴尊'}
3588	风吹			吴亦凡
3588	{'风吹', '时间', '雨成花'}		{'吴亦凡'}
3589	不			央视
3589	{'看好', '不', '喜欢'}		{'一姐', '央视'}
3590	我是歌手			北京
3590	{'广泛', '我是歌手', '关注'}		{'车展', '北京'}
3591	白举纲			全民
3591	{'杭', '白举纲', '巡合辑'}		{'全民', '爆料'}
3592	周迅			周迅
3592	{'周迅', '买下', '前男友'}		{'大婚', '周迅'}
3593	no166pentoxyverine			张艺兴
3593	{'血药浓度', 'no166pentoxyverine', '有效'}		{'张艺兴'}
3594	记者			马航
3594	{'海上', '中国', '记者'}		{'马航', '失联', '飞机'}
3595	觉得			exo
3595	{'翻', '必要', '觉得'}		{'吴亦凡', '解约', 'exo'}
3596	参加			李敏镐
3596	{'参加', '春节', '联欢晚会'}		{'李敏镐'}
3597	全程			牛桃
3597	{'选', '全程', '高能'}		{'牛桃'}
3598	看看			冰桶挑战
3598	{'拍', '的', '看看'}		{'冰桶挑战', '美拍'}
3599	大家			正版
3599	{'刷', '大家', '话题'}		{'正版', '郑爽', '守护'}
3600	马来西亚			马航
3600	{'海峡', '马来西亚', '新'}		{'马航', '失事', '飞机'}
3601	航空公司			祈福
3601	{'航空公司', '名', '公布'}		{'马航', '祈福'}
3602	觉得			鬼魂
3602	{'下', '玩刚', '觉得'}		{'鬼魂', '探测器'}
3603	马航			马航
3603	{'马航', '执行官', '首席'}		{'马航', '失联', '飞机'}
3604	演员			doctor
3604	{'李钟硕', '登上', '演员'}		{'异乡人', 'doctor'}
3605	希望			湖南卫视
3605	{'希望', '能够', '新年'}		{'春晚', '湖南卫视'}
3606	每晚			霍建华
3606	{'每晚', '深圳', '1930'}		{'卫视', '深圳', '霍建华'}
3607	地理系			普渡大学
3607	{'地理系', '科', '比较'}		{'枪击案', '普渡大学'}
3608	想要			李敏镐
3608	{'看到', '温暖', '想要'}		{'李敏镐'}
3609	不			利特
3609	{'尤其', '不', '追星'}		{'坚强', '利特', '请'}
3610	跪求			步步惊情
3610	{'跪求', '未', '步步惊情'}		{'删减', '未', '步步惊情'}
3611	马来			马来
3611	{'的', '越南', '马来'}		{'个', '马来', '逼'}
3612	李娜			李娜
3612	{'笑', '不是', '李娜'}		{'李娜'}
3613	牛桃			白色
3613	{'陪', '牛桃', 'comeon'}		{'白色', '情人节'}
3614	宝宝			尼坤
3614	{'不能', '生日', '宝宝'}		{'生日快乐', '0624', '尼坤'}
3615	20131231			林志颖
3615	{'20131231', '跨年', '湖南卫视'}		{'林志颖'}
3616	每次			最佳
3616	{'看', '每次', '宝宝'}		{'室友', '朴灿烈', '最佳'}
3617	的			中国
3617	{'的', '火爆', '堪称'}		{'歌曲', '中国', '好'}
3618	拿出			最炫
3618	{'纸笔', '的', '拿出'}		{'最炫', '文言', '风'}
3619	吴亦凡			吴亦凡
3619	{'直接', '吴亦凡', '百度'}		{'吴亦凡'}
3620	人生			爸爸
3620	{'第一季', '第一次', '人生'}		{'了', '爸爸', '回来'}
3621	gif			吴世勋
3621	{'gif', '这位', '吴世勋'}		{'吴世勋'}
3622	乐			分手
3622	{'乐', '的', '眼泪'}		{'大师', '分手', '627'}
3623	撸			泰版
3623	{'撸', '小麦', '点儿'}		{'泰版', '浪漫满屋'}
3624	小彩旗			春晚
3624	{'不转', '小彩旗', '转圈'}		{'春晚'}
3625	我家			茶叶蛋
3625	{'的', '我家', '狗狗'}		{'教授', '茶叶蛋'}
3626	两			奶牛
3626	{'年前', '两', '我进'}		{'放屁', '奶牛'}
3627	花花			花儿与少年
3627	{'日子', '神经衰弱', '花花'}		{'花儿与少年', '我来', '了'}
3628	话题			金秀贤
3628	{'没有', '太棒', '话题'}		{'滚出', '金秀贤', '中国'}
3629	睫毛			615
3629	{'的', '睫毛', '没'}		{'卫视', '615', '东方'}
3630	2014			不
3630	{'成长', '越', '2014'}		{'的', '一样', '不'}
3631	我姐			吴亦凡
3631	{'我姐', '刚刚', '看'}		{'吴亦凡'}
3632	140808			宋茜
3632	{'宋茜', '主持', '140808'}		{'宋茜'}
3633	沈昌珉			那些
3633	{'长', '年', '沈昌珉'}		{'那些', '年', '我长'}
3634	看			最强大脑
3634	{'看', '最强大脑', '清南'}		{'最强大脑'}
3635	某次			最萌
3635	{'水浒传', '某次', '看'}		{'身高', '差', '最萌'}
3636	文章			文章
3636	{'蜀黍', '快点', '文章'}		{'出轨', '文章'}
3637	柳重言			红豆
3637	{'很', '柳重言', '真是'}		{'作曲', '红豆', '柳重言'}
3638	8			急诊
3638	{'放送', '日', '8'}		{'急诊', '男女'}
3639	真的			刘谦
3639	{'真想', '真的', '受不了'}		{'xyif', '刘谦'}
3640	请			高虎
3640	{'尽量', '头像', '请'}		{'高虎', '吸毒', '被'}
3641	挥手			郑秀晶
3641	{'po', '错好糊', '挥手'}		{'郑秀晶'}
3642	黑			李敏镐
3642	{'喷子', '黑', '不'}		{'春晚', '上', '李敏镐'}
3643	soojung140703			郑秀晶
3643	{'soojung140703', '图图', '140703mcd'}		{'郑秀晶'}
3644	越南			最新
3644	{'媒体报道', '越南', '海军'}		{'最新'}
3645	印象			我是歌手
3645	{'还', '停留', '印象'}		{'我是歌手', '早安'}
3646	看看			美拍
3646	{'拍', '的', '看看'}		{'美拍'}
3647	夏天			一
3647	{'天气', '夏天', '的'}		{'一', '二分之一', '又'}
3648	再也			尼坤
3648	{'没有', '的', '再也'}		{'生日快乐', '0624', '尼坤'}
3649	影视			海天
3649	{'投资', '影视', '项目'}		{'盛筵', '海天'}
3650	凤凰			钟汉良
3650	{'照片', '凤凰', '时尚'}		{'钟汉良'}
3651	昨天			威廉
3651	{'浙江', '看', '昨天'}		{'威廉', '弟弟'}
3652	越来越近			爱情
3652	{'小时', '越来越近', '3'}		{'爱情', '了', '回来'}
3653	这是			茜
3653	{'的', '这是', '总决赛'}		{'茜', '拉', 'exo'}
3654	欧巴			李敏镐
3654	{'安全', '到达', '欧巴'}		{'李敏镐'}
3655	庆祝			金曲
3655	{'庆祝', '家', '亲爱'}		{'金曲', '林俊杰', '歌王'}
3656	811			吴映洁
3656	{'要来', '祝', '811'}		{'吴映洁', '生日快乐', '811'}
3657	太少			求
3657	{'小孩', '太少', '乖'}		{'求', '李易峰', '专场'}
3658	黄忆慈			爸爸去哪儿
3658	{'高清', '黄忆慈', '多多'}		{'爸爸去哪儿'}
3659	新兰			工藤新
3659	{'新兰', '柯兰党', '专区'}		{'工藤新', '生日快乐', '一'}
3660	的			新
3660	{'的', '一支', '歌声'}		{'的', '梁博', '新'}
3661	此刻			邓紫棋
3661	{'此刻', '快乐', '应该'}		{'我们', '邓紫棋', '喜欢'}
3662	点			中国
3662	{'点', '进去', '发现'}		{'中国', '男团', '超级'}
3663	撒娇			金秀贤
3663	{'还', '撒娇', '最后'}		{'金秀贤'}
3664	小型			春节
3664	{'签名会', '有木有', '小型'}		{'寻找', '春节', '回家'}
3665	茶叶蛋			舌尖上的中国
3665	{'雄霸', '如今', '茶叶蛋'}		{'舌尖上的中国', '第二季'}
3666	彭博社			马航
3666	{'日', '14', '彭博社'}		{'马航', '航班', '失联'}
3667	140701domefestival			雪莉
3667	{'140701domefestival', '雪莉', '整场'}		{'雪莉'}
3668	以前			洪辰
3668	{'见', '节目', '以前'}		{'洪辰', '向', '刘忻'}
3669	近距离			茶叶蛋
3669	{'近距离', '接触', '公主'}		{'茶叶蛋'}
3670	对不起			祈福
3670	{'晨光', '对不起', '晚'}		{'马航', '祈福'}
3671	仙			刘亦菲
3671	{'有点', '动静', '仙'}		{'家族', '刘亦菲', '照'}
3672	囧			催眠
3672	{'神', '囧', '徐峥'}		{'大师', '催眠'}
3673	中国			互联网
3673	{'互联网', '中国', '二十年'}		{'互联网', '二十年'}
3674	大概			吴亦凡
3674	{'大概', '结束', '511'}		{'吴亦凡'}
3675	苏苏			古剑奇谭
3675	{'全程', '谷里', '苏苏'}		{'古剑奇谭'}
3676	全国			冰雪
3676	{'全国', '超前', '影院'}		{'冰雪', '奇缘'}
3677	昨天			宋智孝
3677	{'刘在石', '生日', '昨天'}		{'宋智孝'}
3678	说			为
3678	{'想法', '的', '说'}		{'为', '正名', '何韵诗'}
3679	盼望着			今日
3679	{'叫春', '东风', '盼望着'}		{'今日', '立春'}
3680	看看			美拍
3680	{'拍', '的', '看看'}		{'美拍'}
3681	坐等			边伯贤
3681	{'坐等', '配不上', '卞白贤'}		{'泰妍', '边伯贤', '恋爱'}
3682	去年			黄子韬
