行数	预测值			真实值
3768	doctor			dr
3768	{'异乡人', 'doctor', '公开'}		{'异乡人', 'dr'}
3769	s			大
3769	{'生女', 's', '生完'}		{'s', '大', '生女'}
3770	当年			周一
3770	{'当年', '马伊琍', '父母'}		{'见', '周一'}
3771	哥哥			与
3771	{'回家', '安全', '哥哥'}		{'共贺', '张艺兴', '与'}
3772	妈			刘谦
3772	{'转自', '妈', '玩意'}		{'xyif', '刘谦'}
3773	人生			笑傲江湖
3773	{'需要', '生活', '人生'}		{'笑傲江湖'}
3774	下载			最后
3774	{'下载', '图片', '更新'}		{'的', '最后', '初恋'}
3775	搜救			马航
3775	{'发言人', '新闻', '搜救'}		{'马航', '飞机', '失联'}
3776	众			男
3776	{'主创', '接受', '众'}		{'媒婆', '男'}
3777	声明			马航
3777	{'声明', '新', '国际'}		{'马航', '航班', '失联'}
3778	催眠			催眠
3778	{'乘客', '催眠术', '催眠'}		{'催眠', '大师'}
3779	快些			航班
3779	{'快些', '救援', '大型'}		{'祈福', '航班', '失联'}
3780	满分			美女
3780	{'争相', '抢', '满分'}		{'黄雨桐', '学霸', '美女'}
3781	恋情			孙佳仁
3781	{'韩国', '恋情', '艺人'}		{'朱智勋', '公开', '孙佳仁'}
3782	同居			来自
3782	{'小剧场', '同居', '两组'}		{'风平浪静', '的', '来自'}
3783	双手			来自
3783	{'党', 'q21', '双手'}		{'风平浪静', '的', '来自'}
3784	古庙			2014
3784	{'古庙', '青龙', '文化'}		{'2014', '潮州', '青龙'}
3785	西班牙			微
3785	{'根本', '西班牙', '评价'}		{'世界杯', '5', '微'}
3786	世界杯			c罗
3786	{'国家队', '世界杯', '心中'}		{'c罗', '不哭'}
3787	一去不复返了			袁姗姗
3787	{'惹学', '招黑', '一去不复返了'}		{'袁姗姗', '裸身', '泡水'}
3788	万			小米
3788	{'大', '配置', '万'}		{'4', '小米'}
3789	地上			周笔畅
3789	{'掉', '地上', '周笔畅'}		{'给', '周笔畅', '请'}
3790	2010			古剑奇谭
3790	{'快乐大本营', '2010', '今晚'}		{'古剑奇谭'}
3791	挥手			吴亦凡
3791	{'问', '有人', '挥手'}		{'吴亦凡'}
3792	周五			中国
3792	{'下', '带', '周五'}		{'地理', '中国', '美女'}
3793	刚刚			郑爽
3793	{'妞', '瘦', '刚刚'}		{'郑爽'}
3794	一天			玄彬
3794	{'神', '一天', '好多'}		{'玄彬'}
3795	日本			鸭子坐
3795	{'日本', '网友', '出'}		{'鸭子坐'}
3796	一对			泰版
3796	{'啧啧', '一对', '配'}		{'浪漫满屋', '泰版'}
3797	囖			蔡琳
3797	{'咩', '囖', '睇'}		{'高梓淇', '蔡琳', '公开'}
3798	迷			来自星星的你
3798	{'看看', '陌生', '迷'}		{'来自星星的你', '秋冬', '2014'}
3799	才能			triangle
3799	{'才能', '第三集', '左'}		{'triangle', '韩剧'}
3800	故事			马航
3800	{'谣言', '年', '故事'}		{'马航', '飞机', '失联'}
3801	爆笑			金玉良缘
3801	{'美好', '时刻', '爆笑'}		{'金玉良缘'}
3802	老			吴镇宇
3802	{'老', '的', '飞'}		{'看', '我要', '吴镇宇'}
3803	忘			春节
3803	{'忘', '刚刚', '妈蛋'}		{'寻找', '春节', '回家'}
3804	tfboys			tfboys
3804	{'大海', 'tfboys', '来自'}		{'偶像', '手记', 'tfboys'}
3805	乱			长沙
3805	{'杀', '不是', '乱'}		{'长沙', '伍家岭', '砍'}
3806	蹲			张默
3806	{'张耀扬', '宁财神', '蹲'}		{'再次', '张默', '吸毒'}
3807	17			马航
3807	{'17', '已贴', '当天'}		{'马航', '飞机', '失联'}
3808	马来西亚			马航
3808	{'飞机', '民航局', '马来西亚'}		{'马航', '飞机', '失联'}
3809	传媒			步步惊情
3809	{'传媒', '作曲', '一世'}		{'陈翔', '步步惊情'}
3810	乘客			马航
3810	{'乘客', '驻', '央视'}		{'被', '马航', '客机'}
3811	马伯庸			周一
3811	{'月', '马伯庸', '7'}		{'见', '周一'}
3812	预告			宋茜
3812	{'预告', '舔', '跪'}		{'信号', '危险', '宋茜'}
3813	娄艺潇			娄艺潇
3813	{'张杰', '娄艺潇', '学'}		{'张杰', '娄艺潇', '别学'}
3814	度			快讯
3814	{'01', '海巡', '度'}		{'快讯'}
3815	美拍			美拍
3815	{'美拍', '萌萌哒', '点此'}		{'美拍'}
3816	内地			孩子
3816	{'岁', '内地', '2'}		{'香港', '孩子', '街头'}
3817	樱花			武大
3817	{'武汉大学', '樱花', '搜索'}		{'樱花', '武大'}
3818	倒计时			巴西
3818	{'24', '进入', '倒计时'}		{'巴西', 'vs', '德国'}
3819	一部			于
3819	{'炒作', '作品', '一部'}		{'戴娇倩', '正向', '于'}
3820	马航			马航
3820	{'马航', '事故', '艺人'}		{'马航', '飞机', '失联'}
3821	高			王思聪体
3821	{'不在乎', '反正', '高'}		{'王思聪体'}
3822	样子			初恋
3822	{'喜欢', '的', '样子'}		{'夫妇', '初恋'}
3823	美国			马航
3823	{'时间', '马方', '美国'}		{'马航', '飞机', '失联'}
3824	甜美			帮
3824	{'隐藏', '笑容', '甜美'}		{'上', '徐怀钰', '帮'}
3825	当代			春晚
3825	{'当代', '亮', '的'}		{'春晚'}
3826	无			刘诗诗
3826	{'送给', '高清', '无'}		{'新浪', '刘诗诗', '娱乐'}
3827	投票			朴有天
3827	{'参与', '朴有天', '投票'}		{'朴有天'}
3828	台			朝鲜
3828	{'桃子', '正', '台'}		{'神枪手', '朝鲜'}
3829	南			中国
3829	{'文章', '姚笛', '南'}		{'好', '中国', '岳父'}
3830	好好			柯震东
3830	{'最坏', '家人', '好好'}		{'柯震东', '房祖名', '吸毒'}
3831	今日			hws
3831	{'岁', '今日', '星'}		{'全国', 'hws', '首款'}
3832	全球			dns
3832	{'貌似', '全球', '服务器'}		{'dns', '故障'}
3833	很大			我是歌手
3833	{'很大', '却', '歌手'}		{'我是歌手'}
3834	专题			巴黎
3834	{'viktorrolf', '亮相', '专题'}		{'时装周', '巴黎', '新浪'}
3835	善良			步步惊情
3835	{'夺爱', '新浪', '善良'}		{'步步惊情', '吴奇隆'}
3836	客机			马航
3836	{'马航', 'mh370', '客机'}		{'马航', '飞机', '失联'}
3837	恶搞			袁姗姗
3837	{'骂', '恶搞', '悔'}		{'袁姗姗', '裸身', '泡水'}
3838	中国			金秀贤正
3838	{'演技', '中国', '讨厌'}		{'金秀贤正', '能量'}
3839	仍然			北京
3839	{'仍然', '声明', '未能'}		{'突发', '北京'}
3840	马方			马航
3840	{'中方', '马方', '要求'}		{'马航', '飞机', '失联'}
3841	艾滋病			马航
3841	{'协会', '艾滋病', '国际'}		{'被', '马航', '客机'}
3842	暴徒			祈福
3842	{'暴徒', '坚强', '安息'}		{'祈福', '昆明'}
3843	年			全球
3843	{'虐', '年', '庚澈'}		{'大', '全球', '帅哥'}
3844	140808			最强
3844	{'天团', '140808', '最强'}		{'superjunior', '天团', '最强'}
3845	岳父			中国
3845	{'岳父', '男生', '马伊琍'}		{'好', '中国', '岳父'}
3846	体制			中国式
3846	{'奇怪', '体制', '文化'}		{'中国式', '家长'}
3847	频道			冰桶挑战
3847	{'山东', '新浪', '频道'}		{'冰桶挑战'}
3848	一群			王乔
3848	{'的', '杀', '一群'}		{'邓紫棋', '给', '王乔'}
3849	造型			吴亦凡
3849	{'造型', '脱裤子', '真帅'}		{'吴亦凡'}
3850	早			黄晓明
3850	{'早', '2009', '年'}		{'黄晓明', 'angelababy'}
3851	确实			老子
3851	{'尿', '神曲', '确实'}		{'老子', '明天', '不'}
3852	尼坤			一
3852	{'贴', '尼坤', '帖子'}		{'又', '二分之一', '一'}
3853	交友不慎			依然
3853	{'交友不慎', '光明', '年少无知'}		{'爱柯震东', '依然'}
3854	单曲			孙燕姿
3854	{'很多年', '单曲', '循环'}		{'2014', '新专辑', '孙燕姿'}
3855	所谓			鹿晗
3855	{'整理', '所谓', '鹿哥'}		{'鹿晗', '0420', '生日快乐'}
3856	娄艺潇			爱情公寓
3856	{'娄艺潇', '首播', '孙艺洲'}		{'4', '爱情公寓'}
3857	峰峰			李易峰
3857	{'撒花', '峰峰', '李易峰'}		{'李易峰', '生日快乐', '0504'}
3858	吴			吴镇宇
3858	{'可爱', '贝儿', '吴'}		{'费曼', '吴镇宇'}
3859	教			最帅
3859	{'中文', '必须', '教'}		{'老师', '最帅', '高数'}
3860	咔			金曲
3860	{'普天同庆', '咔', '福利'}		{'金曲', '歌王', '林俊杰'}
3861	不敢			姚笛
3861	{'骂', '不敢', '文章'}		{'滚', '出', '姚笛'}
3862	真心			红豆
3862	{'赞唱', '真心', '柳重言'}		{'柳重言', '红豆', '作曲'}
3863	尽头			沉睡
3863	{'持续', '尽头', '诅咒'}		{'沉睡', '魔咒'}
3864	无线			千万别
3864	{'海边', '无线', '电有'}		{'我们', '千万别', '报'}
3865	620i			优酷
3865	{'光镜', '620i', '单面'}		{'优酷', '红包', '让'}
3866	样子			杨文昌
3866	{'超', '样子', '萌萌'}		{'杨文昌', '我爱你'}
3867	盛典			郑秀晶
3867	{'20140322kpop', '盛典', '一年'}		{'郑秀晶'}
3868	唐嫣			何以
3868	{'大图', '唐嫣', '钟汉良'}		{'默', '笙箫', '何以'}
3869	中字			百年
3869	{'中字', '小伙伴', '终于'}		{'百年', '的', '新娘'}
3870	广州			昆明
3870	{'广州', '过后', '针对'}		{'暴力事件', '昆明'}
3871	140728			秀智
3871	{'140728', '秀智', 'runningman'}		{'秀智'}
3872	feynman			贝儿
3872	{'一期', 'feynman', '搜'}		{'贝儿', 'feynman'}
3873	英国			舌尖
3873	{'学生宿舍', '英国', '周末'}		{'的', '上', '舌尖'}
3874	田清君			马航
3874	{'一对', '田清君', '石家庄'}		{'马航', '飞机', '失联'}
3875	大哥			成龙
3875	{'庆祝', '60', '大哥'}		{'成龙', 'exo'}
3876	马年			春晚
3876	{'春晚', '马年', '落下'}		{'春晚'}
3877	心情			京城
3877	{'表达', '两张', '心情'}		{'京城', '81', '号'}
3878	一对			陈思诚
3878	{'郎才女貌', '一对', '祝福'}		{'佟丽娅', '陈思诚', '结婚'}
3879	王诗龄			王诗龄
3879	{'主播', '王诗龄', 'angela'}		{'王诗龄'}
3880	张艺谋			李安
3880	{'垃圾', '货', '张艺谋'}		{'对话', '张艺谋', '李安'}
3881	爱屋及乌			昆凌
3881	{'祝福', '爱屋及乌', '美好'}		{'生日快乐', '昆凌'}
3882	记得			十八岁
3882	{'花痴', '记得', '回忆'}		{'十八岁', '的', '天空'}
3883	真的			让
3883	{'打电话', '太', '真的'}		{'排片', '让', '前任攻略'}
3884	杀青			重返
3884	{'爱', '礼物', '杀青'}		{'岁', '20', '重返'}
3885	红毯			鹿晗
3885	{'榜中榜', '140423', '红毯'}		{'鹿晗'}
3886	韬			黄子韬
3886	{'韬', '亲吻', '妈妈'}		{'黄子韬'}
3887	哒			王诗龄
3887	{'by', '哒', '壁纸'}		{'王诗龄'}
3888	发布会			马航
3888	{'发布会', '马来西亚', '18'}		{'马航', '班机', '失联'}
3889	点此			吴亦凡
3889	{'播放', '欢迎', '点此'}		{'美拍', '吴亦凡'}
3890	搜索			吴亦凡
3890	{'第一', '榜', '搜索'}		{'吴亦凡'}
3891	百年			百年
3891	{'百年', '新娘', '热播'}		{'百年', '的', '新娘'}
3892	吴镇宇			吴镇宇
3892	{'生活', '吴镇宇', '没想到'}		{'费曼', '吴镇宇'}
3893	今天			白举纲
3893	{'白', '的', '今天'}		{'签动', '白举纲', '成都'}
3894	乌			马航
3894	{'武装', '乌', '民间'}		{'马航', 'mh17', '坠毁'}
3895	警方			山东
3895	{'警方', '泰安', '昨日'}		{'山东', '女童', '性侵'}
3896	欧巴			花儿与少年
3896	{'姐弟俩', '翰锅', '欧巴'}		{'花儿与少年', '了', '我来'}
3897	全国			同桌的你
3897	{'电影', '全国', '小伙伴'}		{'同桌的你'}
3898	周迅			周迅
3898	{'周迅', '公布', '5'}		{'周迅', '恋情', '公开'}
3899	joe			爸爸去哪儿
3899	{'joe', '一天到晚', '喜'}		{'爸爸去哪儿'}
3900	鹿晗			鹿晗
3900	{'鹿晗', '时而', '性感'}		{'鹿晗', '0420', '生日快乐'}
3901	柯震东			快讯
3901	{'徐航', '柯震东', '抓'}		{'快讯'}
3902	白			转发
3902	{'白', '奇怪', '抽奖'}		{'转发', '抽奖'}
3903	李小冉			李小冉
3903	{'两人', '娱乐', '李小冉'}		{'李小冉'}
3904	女孩			你
3904	{'普通', '女孩', '吃'}		{'不', '你', '饿'}
3905	不仅仅			东莞
3905	{'东莞', '社会', '不仅仅'}		{'东莞', '丐帮'}
3906	刚			新闻
3906	{'女王', '夫妇', '刚'}		{'新闻'}
3907	派			这里
3907	{'偶像', '先', '派'}		{'李易峰', '有', '这里'}
3908	90			微
3908	{'90', '决赛', '年'}		{'世界杯', '5', '微'}
3909	任何人			王力宏
3909	{'围脖', '任何人', '还好'}		{'王力宏', '生日快乐', '517'}
3910	写			李钟硕
3910	{'久', '写', '回归'}		{'李钟硕'}
3911	今晚			今晚
3911	{'祈祷', '今晚', '平安'}		{'我们', '今晚', '都'}
3912	元			小米
3912	{'1699', '200', '元'}		{'发布会', '小米', '新品'}
3913	打包			宋茜
3913	{'打包', '13pcrkpopstarz', '140530'}		{'宋茜'}
3914	抱			吴镇宇
3914	{'说', '抱', '想要'}		{'吴镇宇', 'feynman'}
3915	林俊杰			金曲
3915	{'林俊杰', '刷', '热门'}		{'金曲', '歌王', '林俊杰'}
3916	老			邓紫棋
3916	{'老', '经纪人', '娘'}		{'邓紫棋', '林宥嘉', '分手'}
3917	节奏			感觉
3917	{'停不下来', '歌词', '节奏'}		{'萌萌哒', '自己', '感觉'}
3918	习			中国
3918	{'彻底', '习', '大大'}		{'中国', '男团', '超级'}
3919	北京			马来西亚
3919	{'7', '北京', '现场'}		{'坠毁', '马来西亚', '客机'}
3920	搜寻			马航
3920	{'搜寻', '最新', '海域'}		{'马航', '飞机', '失联'}
3921	好看			exo
3921	{'高清', '好看', '黄子韬'}		{'exo'}
3922	太棒了			你好
3922	{'吴映洁', '热门话题', '太棒了'}		{'鬼鬼', '童雨晨', '你好'}
3923	力量			阻止
3923	{'义务', '公民', '力量'}		{'来', '阻止', '杜汶泽'}
3924	正			于
3924	{'正', '新剧', '宫'}		{'戴娇倩', '正向', '于'}
3925	念			金玉良缘
3925	{'念', '特别', '大喊'}		{'金玉良缘'}
3926	logo			mamacita
3926	{'诶', '乐园', 'logo'}		{'mamacita'}
3927	高清			李敏镐
3927	{'2p', '高清', '演唱会'}		{'李敏镐'}
3928	黑衣人			你们
3928	{'11', '大邱', '黑衣人'}		{'被', '你们', '包围'}
3929	下载			韩版
3929	{'集', '百度', '下载'}		{'韩版', '命中注定', '我爱你'}
3930	少年			少年
3930	{'少年', '预告', '央视'}		{'少年', '中国', '强'}
3931	脚步			舌尖上的中国
3931	{'脚步', '多么', '来得'}		{'舌尖上的中国', '第二季'}
3932	31			马航
3932	{'证实', '马来西亚', '31'}		{'马航', '失事', '飞机'}
3933	66			郑容和
3933	{'66', '好日子', '攒'}		{'郑容和', '622', '生日快乐'}
3934	安保			昆明
3934	{'多人', '的', '安保'}		{'恐怖事件', '昆明'}
3935	那种			隆诗
3935	{'张晓', '体质', '那种'}		{'步步惊情', '隆诗'}
3936	禁			黄子韬
3936	{'20140511', 'fm', '禁'}		{'黄子韬'}
3937	支付宝			微
3937	{'说', '支付宝', '骗子'}		{'提醒', '微'}
3938	90			叫兽
3938	{'90', '请假', '逆天'}		{'假', '叫兽'}
3939	春晚			春晚
3939	{'一如既往', '春晚', '期待'}		{'春晚', '吐槽'}
3940	特派记者			马航
3940	{'安息', '特派记者', '刚刚'}		{'马航', '失事', '飞机'}
3941	一下			朴有天
3941	{'过来', '两个', '一下'}		{'朴有天'}
3942	没收			张翰
3942	{'没收', '听见', '手机'}		{'张翰', '花儿与少年'}
3943	明明			把
3943	{'三岁', '明明', '包子'}		{'煮', '姐姐', '把'}
3944	宣传			韩庚变
3944	{'又帅', '拍戏', '宣传'}		{'4', '全球', '韩庚变'}
3945	这枚			珠宝
3945	{'胸针', '这枚', '颗'}		{'珠宝'}
3946	澳大利亚			搜寻
3946	{'澳方', '澳大利亚', '海事局'}		{'马航', '搜寻', '370'}
3947	小时候			王思聪体
3947	{'小时候', '经常', '干'}		{'王思聪体'}
3948	mv			步步惊情
3948	{'td', 'mv', '吴奇隆'}		{'如果', '缘', '步步惊情'}
3949	不想			世界杯
3949	{'想', '不想', '成为'}		{'世界杯', '了', '来'}
3950	强大			陈键锋
3950	{'强大', '动态图', '哪来'}		{'没', '陈键锋', '对象'}
3951	儿			情人节
3951	{'儿', '新手', '指南'}		{'勾搭', '情人节', '求'}
3952	出场			新
3952	{'出场', '画面', '有没有'}		{'济公活佛', '新'}
3953	姐姐			超爱
3953	{'姐姐', '曹格', 'grace'}		{'姐姐', 'grace', '超爱'}
3954	看出			为
3954	{'看出', '只', '政治'}		{'正名', '何韵诗', '为'}
3955	总			张智尧
3955	{'爱上', '闭关', '总'}		{'张智尧', '古剑奇谭'}
3956	我是歌手			张
3956	{'张杰', '证明', '我是歌手'}		{'张', '战', '杰出'}
3957	张翰			杉杉
3957	{'张翰', '赵丽颖', '工作室'}		{'来', '了', '杉杉'}
3958	绝对			张力尹
3958	{'绝对', '不是', '最美'}		{'呼吸', '张力尹', 'breath'}
3959	完全			吴世勋
3959	{'韩服', '完全', '140104crmai5yj'}		{'吴世勋'}
3960	台			芒果
3960	{'虚竹', '芒果', '台'}		{'台向', '芒果', '韩栋'}
3961	越来越			我是歌手
3961	{'越来越', '张杰', '大将'}		{'我是歌手'}
3962	我国			马航
3962	{'赴', '派', '我国'}		{'马航', '飞机', '失联'}
3963	吴尊			爸爸
3963	{'吴尊', '东西', '情人'}		{'爸爸', '了', '回来'}
3964	小编			女神
3964	{'女神', '小编', '官方'}		{'女神', '新衣', '的'}
3965	飘			郑秀晶
3965	{'飘', '头发', '小孩'}		{'郑秀晶'}
3966	汪峰			最强大脑
3966	{'遭遇', '汪峰', '章子怡'}		{'最强大脑'}
3967	礼服			戛纳
3967	{'礼服', 'karliekloss', 'valentino'}		{'电影节', '戛纳'}
3968	生日快乐			郑容和
3968	{'12', '逗', '生日快乐'}		{'郑容和', '622', '生日快乐'}
3969	明天			北京
3969	{'明天', '开幕', '北京'}		{'车展', '北京'}
3970	dd			坑娃
3970	{'古村演', '厉害', 'dd'}		{'神爹', '吴镇宇', '坑娃'}
3971	直播			张戴维
3971	{'马', '老师', '直播'}		{'不', '你', '张戴维'}
3972	乖乖			支持
3972	{'乖乖', '玩', '哥哥'}		{'黄子韬', '支持'}
3973	近日			大陆
3973	{'近日', '买不起', '大陆'}		{'人', '买不起', '大陆'}
3974	谭			东方
3974	{'边疆', '维维', '谭'}		{'东方', '不朽', '卫视'}
3975	李宇春			我
3975	{'12whyme', '李宇春', '20131026'}		{'我', '不知', '会'}
3976	31			昆明
3976	{'各位朋友', '奔走相告', '31'}		{'昆明'}
3977	飞机			马航
3977	{'飞机', '称', '消息人士'}		{'马航', '客机', '失联'}
3978	文章			文章
3978	{'文章', '长得', '姚笛'}		{'文章', '偷情', '姚笛'}
3979	感情			活色生香
3979	{'感情', '看不懂', '走向'}		{'活色生香'}
3980	行为			叫兽
3980	{'行为', '大结局', '来自'}		{'假', '叫兽'}
3981	宫			宫锁
3981	{'宫锁', '系列', '宫'}		{'宫锁', '连城', '妻子'}
3982	离开			王治郅
3982	{'最', '不舍', '离开'}		{'退役', '王治郅'}
3983	不潮			林俊杰
3983	{'骑士', '不潮', '黑暗'}		{'林俊杰', '生日快乐'}
3984	住			马航
3984	{'住', '每天', '飞机'}		{'马航', '失事', '飞机'}
3985	白色			白色
3985	{'iphone5s', '情人节', '白色'}		{'情人节', '白色'}
3986	boss			遇见
3986	{'利', '睡', 'boss'}		{'的', '爱情', '遇见'}
3987	首都机场			李贤宰
3987	{'塞', '李贤宰', '首都机场'}		{'李贤宰'}
3988	演唱			金秀贤
3988	{'拥抱', '金秀贤', '演唱'}		{'金秀贤'}
3989	亲眼看到			朋薇
3989	{'想', '亲眼看到', '现场'}		{'朋薇', '党', '遇到'}
3990	每次			我
3990	{'一点', '凑热闹', '每次'}		{'我', '和'}
3991	寂寞			王源
3991	{'回不去', '寂寞', '140502'}		{'王源'}
3992	尼斯			花样爷爷
3992	{'法国', '第五', '尼斯'}		{'花样爷爷'}
3993	样子			超
3993	{'样子', '眼中', '吃货'}		{'超', 'gif', '搞笑'}
3994	姑娘			带个
3994	{'姑娘', '哥哥', '痴痴'}		{'带个', '胡歌', '回家'}
3995	dc			宋茜
3995	{'韩饭', '推特上', 'dc'}		{'信号', '危险', '宋茜'}
3996	我家			我
3996	{'杨阳洋', '呆萌', '我家'}		{'今年', '我', '叫'}
3997	翻			安全感
3997	{'翻', '工资', '北京'}		{'安全感', '工资'}
3998	谈			江铠同
3998	{'谈', '话题', '看到'}		{'娱乐圈', '江铠同', '滚出'}
3999	父亲			金妍儿
3999	{'发', '父亲', '手里'}		{'金妍儿'}
4000	公益			冰桶挑战
4000	{'行动', '公益', '应战'}		{'冰桶挑战'}
4001	接力			索契
4001	{'是不是', '两个', '接力'}		{'索契', '冬奥会'}
4002	恭喜			赵丽颖正
4002	{'恭喜', '赵丽颖', '工作室'}		{'赵丽颖正', '能量'}
4003	美拍			朴有天
4003	{'美拍', '朴有天', '播放'}		{'美拍', '朴有天'}
4004	花絮			张亮
4004	{'动图', '花絮', 'neverstop'}		{'张亮'}
4005	粉丝			赵丽颖
4005	{'粉丝', '生日', '爱奇艺'}		{'赵丽颖'}
4006	咩			周洋
4006	{'年前', '咩', '感谢'}		{'冬奥', '周洋', '卫冕'}
4007	没什么			黄子韬
4007	{'坑', '过不去', '没什么'}		{'黄子韬'}
4008	crlogo			吴亦凡
4008	{'学长', '妹子', 'crlogo'}		{'吴亦凡'}
4009	勇气			吴镇宇
4009	{'再', '勇气', '前面'}		{'看', '我要', '吴镇宇'}
4010	21			来自星星的你
4010	{'21', '大结局', 'npfr'}		{'来自星星的你', '金秀贤'}
4011	团圆			人间
4011	{'团圆', '人间', '即日起'}		{'小', '人间', '团圆'}
4012	同学			孙俪
4012	{'那天', '同学', '蓝牙'}		{'儿子', '邓', '孙俪'}
4013	家			孙俪
4013	{'baby', '家', '温馨'}		{'二胎', '孙俪', '怀'}
4014	正			跟着
4014	{'充满', '正', '能量'}		{'鹿晗', '做', '跟着'}
4015	脸			李小璐
4015	{'脸', '男医生', '再也'}		{'产科', '男医生', '李小璐'}
4016	蓝鳍			搜寻
4016	{'金枪鱼', '水下', '蓝鳍'}		{'马航', '搜寻', '370'}
4017	马方			马航
4017	{'马方', '见面会', '家属'}		{'马航', '失事', '飞机'}
4018	哥哥			张艺兴
4018	{'美', '哥哥', 'real'}		{'张艺兴'}
4019	香港			邵逸夫
4019	{'香港', '邵逸夫', '1'}		{'邵逸夫', '逝世'}
4020	吴亦凡			吴亦凡
4020	{'夏有', '吴亦凡', '消息'}		{'夏有', '吴亦凡', '乔木'}
4021	大哥			凯源
4021	{'海边', '游记', '大哥'}		{'凯源'}
4022	公司			演员
4022	{'新华网', '的', '公司'}		{'遭遇', '蓝盈莹', '演员'}
4023	睡			泰版
4023	{'照片', '睡', '部分'}		{'浪漫满屋', '泰版'}
4024	歌唱			张
4024	{'真正', '有人', '歌唱'}		{'张', '战', '杰出'}
4025	合作			金妍儿
4025	{'表演', '合作', 'davidwilson'}		{'金妍儿'}
4026	戒指			佟丽娅
4026	{'丫丫', '谢谢', '戒指'}		{'佟丽娅', '陈思诚', '大婚'}
4027	vcr			张杰
4027	{'vcr', '完整版', '杰哥'}		{'张杰', '爱逆战', '为'}
4028	几天			马航
4028	{'飞机', '几天', '过去'}		{'马航', '飞机', '失联'}
4029	李敏镐			李敏镐
4029	{'20140118', '早安', '李敏镐'}		{'李敏镐'}
4030	获得			金曲
4030	{'获得', '林俊杰', '台湾'}		{'金曲', '歌王', '林俊杰'}
4031	老			来自星星的你
4031	{'老', '早', '遇到'}		{'来自星星的你'}
4032	低调			冰桶挑战
4032	{'低调', '王思聪', '应'}		{'冰桶挑战'}
4033	小米			315
4033	{'偷换', '小米', '忽悠'}		{'曝光', '台', '315'}
4034	张亮			张亮
4034	{'张亮', '普通话', '韩剧'}		{'张亮'}
4035	元宝			金玉良缘
4035	{'太好', '妈', '元宝'}		{'金玉良缘'}
4036	梦想			中国
4036	{'第七', '老师', '梦想'}		{'中国', '秀', '梦想'}
4037	活动			南京
4037	{'健儿', '三走', '活动'}		{'青奥会', '南京'}
4038	中国			韩国
4038	{'中国', '使馆', '国际'}		{'韩国', '沉没', '客轮'}
4039	喻祖诚			余
4039	{'大人', '总监', '喻祖诚'}		{'多多', '余', '不'}
4040	不好			郑秀晶
4040	{'帅', '不好', '乱调'}		{'回归', '郑秀晶', '大发'}
4041	爱情			前任攻略
4041	{'走', '爱情', '人'}		{'前任攻略'}
4042	亲们			大峰
4042	{'导演', '亲们', '执导'}		{'祖师', '大峰'}
4043	方面			马航
4043	{'真相', '方面', '马来西亚'}		{'马航', '飞机', '失联'}
4044	140506trianglee02			triangle
4044	{'140506trianglee02', 'triangle', '制作'}		{'triangle'}
4045	航班			马航
4045	{'截至', '航班', '客机'}		{'马航', '飞机', '失联'}
4046	成			娄艺潇
4046	{'张杰', '成', '一种'}		{'张杰', '娄艺潇', '别学'}
4047	扯			大张伟
4047	{'扯', '怪', '李敏镐'}		{'假唱', '大张伟'}
4048	距离			舌尖上的中国
4048	{'6', '距离', '第一季'}		{'舌尖上的中国', '第二季'}
4049	遇见			我
4049	{'李宇春', '遇见', '不知'}		{'我', '不知', '会'}
4050	存在			尼坤
4050	{'小', '记忆里', '存在'}		{'0624', '尼坤', '生日快乐'}
4051	商用			luhan
4051	{'棒', '惹', '商用'}		{'鹿晗', 'luhan'}
4052	宝贝			怀孕
4052	{'老公', '身边', '宝贝'}		{'日记', '怀孕'}
4053	最强大脑			中国
4053	{'选手', '最强大脑', '今晚'}		{'中国', '雨人'}
4054	浙江			中国好舞蹈
4054	{'卫视', '今天', '浙江'}		{'中国好舞蹈'}
4055	事儿			尖椒
4055	{'甜', '亲妈', '事儿'}		{'引爆', '尖椒', '伯贤'}
4056	爸爸去哪儿			爸爸去哪儿
4056	{'超', '晚上', '爸爸去哪儿'}		{'电影', '大', '爸爸去哪儿'}
4057	等到			重返
4057	{'还好', '等到', '才'}		{'岁', '20', '重返'}
4058	mh17			马航
4058	{'祈祷', 'mh17', '生命'}		{'被', '马航', '客机'}
4059	吉隆坡			马航
4059	{'吉隆坡', '召开', '机长'}		{'马航', '航班', '失联'}
4060	恋爱			余
4060	{'甜蜜', '笑容', '恋爱'}		{'多多', '余', '不'}
4061	了不起			江铠同
4061	{'勇气', '了不起', '告诉'}		{'娱乐圈', '江铠同', '滚出'}
4062	记忆			最强大脑
4062	{'刘', '记忆', '鸿志'}		{'最强大脑'}
4063	曹格			曹格
4063	{'加油', '曹格', '造句'}		{'我们', '曹格', '突围'}
4064	姐姐			宋茜
4064	{'姐姐', '厉害', '瞎'}		{'信号', '危险', '宋茜'}
4065	半夜			浅田
4065	{'昨儿', '破', '半夜'}		{'真央', '浅田'}
4066	火山			武大
4066	{'火山', '太', '女神'}		{'女神', '武大'}
4067	瞬间			吴亦凡
4067	{'发光', 'allkill', '瞬间'}		{'吴亦凡'}
4068	派			花样爷爷
4068	{'未', '派', '出发'}		{'花样爷爷'}
4069	原来			春晚
4069	{'婆婆', '原来', 'copy'}		{'春晚', '吐槽'}
4070	大赏			灿白
4070	{'大赏', '过来', '第一个'}		{'灿白'}
4071	此前			马航
